device_type,zone_id,protocol,mqtt_msg_type,src_port,dst_port,packet_size,packets_per_second,connection_duration,bytes_transferred,unique_dst_ips_contacted,avg_request_interval,syn_flag_count,rst_flag_count,failed_login_attempts,is_encrypted,mac_ip_mismatch,signal_preemption_request,gps_deviation_km,hour_of_day,day_type,label
traffic_camera,downtown,TCP,none,42901,8080,701,5.559,158.21,386635,1,449.607,0,0,0,1,0,0,0.0,6,weekday,normal
traffic_camera,residential,TCP,none,26223,8080,49,373.686,3.13,99302,1,0.3506,225,224,0,0,0,0,0.0,8,weekday,ddos
dispatch_server,hospital_zone,HTTPS,none,24829,22,321,3.141,4.45,1092,1,2.442,0,0,26,1,0,0,0.0,8,weekday,brute_force
signal_controller,hospital_zone,MQTT,subscribe,12922,1883,81,0.626,157.29,8354,2,71.619,1,0,0,1,0,0,0.0,17,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,64607,443,835,7.305,65.61,152189,2,37.43,0,0,0,0,0,0,0.0,6,weekday,normal
signal_controller,residential,MQTT,subscribe,11907,1883,128,0.543,215.12,3418,2,100.182,1,0,0,1,0,0,0.0,12,weekend,normal
dispatch_server,downtown,HTTPS,none,47446,443,390,7.019,80.79,179181,1,233.127,0,0,0,1,0,1,0.0,16,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,28338,443,229,1.787,35.16,2752,3,138.038,0,0,1,0,1,0,10.768,23,weekday,spoofing
dispatch_server,hospital_zone,HTTPS,none,37548,22,639,2.973,4.34,2563,1,0.289,0,0,23,1,0,0,0.0,1,weekday,brute_force
signal_controller,downtown,MQTT,subscribe,34249,1883,1484,418.921,3.89,12949,1,0.284,952,36,0,0,0,0,0.0,2,weekday,ddos
signal_controller,residential,MQTT,subscribe,24133,1883,112,2.038,160.15,12035,1,94.149,0,0,0,0,0,0,0.0,10,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,37219,443,305,2.793,25.65,41711,1,7.417,0,0,0,0,1,0,13.774,5,weekday,spoofing
traffic_camera,hospital_zone,TCP,none,27286,8080,1273,5.161,205.58,361250,4,297.719,0,0,0,1,0,0,0.0,3,weekday,normal
traffic_camera,arterial_road,TCP,none,8783,8080,1083,16.945,103.9,374790,1,173.138,0,0,0,1,0,0,0.0,7,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,8374,1883,48,315.835,0.48,2152,2,0.2576,523,82,0,0,0,0,0.0,19,weekday,ddos
ambulance_tracker,downtown,HTTPS,none,29881,443,197,1.581,47.38,1639,2,321.449,1,1,0,1,0,0,0.084,18,weekday,normal
traffic_camera,hospital_zone,TCP,none,22606,8080,1092,20.682,58.96,401429,1,65.211,0,1,0,1,0,0,0.0,19,weekday,normal
ambulance_tracker,downtown,HTTPS,none,51350,443,261,2.231,76.61,13561,1,2.904,0,0,0,1,0,0,0.085,22,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,44649,443,217,3.258,81.09,8504,3,78.461,0,1,0,0,1,0,11.075,21,weekday,spoofing
ambulance_tracker,downtown,HTTPS,none,24708,443,308,1.556,34.42,7890,2,46.306,0,0,1,1,0,0,0.088,0,weekday,normal
signal_controller,downtown,MQTT,subscribe,27329,1883,229,2.438,191.33,1481,4,196.885,0,0,0,1,0,0,0.0,18,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,47224,22,284,11.26,4.22,1794,2,2.707,0,0,28,1,0,0,0.0,0,weekday,brute_force
ambulance_tracker,hospital_zone,HTTPS,none,27012,443,165,2.798,75.14,4776,1,29.165,0,0,0,1,0,0,0.01,8,weekday,normal
traffic_camera,downtown,TCP,none,2252,8080,1013,24.693,213.1,344417,1,107.891,0,0,0,1,0,0,0.0,2,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,57923,443,426,2.589,16.5,17875,2,4.854,0,0,1,0,0,1,0.0,21,weekday,command_injection
dispatch_server,hospital_zone,HTTPS,none,14898,443,898,11.946,18.74,62102,1,36.158,1,1,0,1,0,1,0.0,12,weekend,normal
signal_controller,hospital_zone,MQTT,subscribe,10320,1883,704,1.408,13.76,22100,4,8.324,1,0,2,0,0,1,0.0,3,weekend,command_injection
traffic_camera,residential,TCP,none,29562,8080,1089,6.013,153.15,496207,2,253.112,1,0,0,1,0,0,0.0,16,weekend,normal
signal_controller,residential,MQTT,subscribe,10470,1883,40,531.827,3.17,4431,2,0.0023,755,194,0,0,0,0,0.0,18,weekday,ddos
traffic_camera,hospital_zone,TCP,none,35002,8080,1169,11.022,66.76,308202,2,57.781,0,0,1,1,0,0,0.0,9,weekday,normal
traffic_camera,hospital_zone,TCP,none,33233,8080,1416,23.985,189.4,212242,2,79.99,0,0,0,1,0,0,0.0,21,weekday,normal
ambulance_tracker,downtown,HTTPS,none,7524,443,230,1.4,53.44,8555,1,63.725,0,0,0,1,0,0,0.053,21,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,61672,443,177,1.184,43.65,9314,2,108.511,1,0,0,1,0,0,0.147,6,weekday,normal
traffic_camera,arterial_road,TCP,none,24247,8080,1201,18.671,208.36,355435,2,69.824,1,1,0,0,0,0,0.0,23,weekend,normal
traffic_camera,hospital_zone,TCP,none,27658,8080,910,18.053,67.06,241264,1,266.354,1,0,0,1,0,0,0.0,5,weekend,normal
signal_controller,downtown,MQTT,subscribe,33737,1883,88,5.173,206.47,3823,1,20.296,2,0,0,1,0,0,0.0,21,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,25659,443,138,3.023,13.01,6963,2,35.771,0,0,0,1,0,0,0.058,15,weekday,normal
traffic_camera,downtown,TCP,none,24631,8080,1035,21.326,264.63,313473,2,52.701,1,1,0,0,0,0,0.0,22,weekday,normal
traffic_camera,arterial_road,TCP,none,25769,8080,83,493.934,2.06,559031,1,0.2776,645,60,0,0,0,0,0.0,21,weekday,ddos
traffic_camera,hospital_zone,TCP,none,50918,8080,1338,6.017,227.94,198103,2,113.445,0,0,0,1,0,0,0.0,6,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,54195,443,304,1.126,83.34,21503,1,22.449,0,0,0,1,0,1,0.125,16,weekday,normal
ambulance_tracker,downtown,HTTPS,none,63728,443,263,2.414,18.82,17538,1,71.241,2,0,0,1,0,0,0.054,18,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,5812,443,196,3.328,35.35,17892,1,95.283,0,0,0,1,0,0,0.038,13,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,37336,443,102,3.962,62.14,16667,2,172.165,0,0,0,1,0,0,0.068,1,weekend,normal
dispatch_server,downtown,HTTPS,none,27928,443,815,3.031,42.22,182127,3,60.652,0,0,0,1,0,1,0.0,1,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,41530,1883,111,0.557,93.35,2307,1,82.348,1,1,0,1,0,0,0.0,17,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,11259,443,319,3.086,53.88,7250,1,34.165,0,0,0,0,1,1,3.096,13,weekday,spoofing
traffic_camera,downtown,TCP,none,62500,8080,1280,8.454,191.39,486221,2,334.666,0,0,0,1,0,0,0.0,2,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,2601,443,215,3.374,72.3,13682,1,23.378,0,0,0,1,0,0,0.089,15,weekend,normal
dispatch_server,downtown,HTTPS,none,29443,443,703,18.712,57.21,155256,2,63.946,0,0,0,1,0,0,0.0,17,weekday,normal
traffic_camera,arterial_road,TCP,none,58031,8080,1413,10.571,203.17,599543,1,42.324,1,1,0,1,0,0,0.0,16,weekday,normal
dispatch_server,downtown,HTTPS,none,26212,443,238,6.162,50.7,95563,1,92.365,1,0,0,1,0,0,0.0,11,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,57162,443,798,4.718,77.54,190809,1,41.782,0,0,1,1,0,0,0.0,4,weekend,normal
signal_controller,hospital_zone,MQTT,subscribe,18757,1883,132,5.517,272.78,6393,1,364.689,1,0,0,1,0,0,0.0,0,weekday,normal
traffic_camera,hospital_zone,TCP,none,52222,8080,1367,596.248,2.8,319660,2,0.2953,301,106,0,0,0,0,0.0,14,weekend,ddos
dispatch_server,hospital_zone,HTTPS,none,27579,443,703,15.476,67.04,97742,1,29.219,0,0,0,1,0,0,0.0,21,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,29438,443,422,6.531,1.73,3782,2,1.318,0,1,52,1,0,0,0.0,13,weekday,brute_force
ambulance_tracker,hospital_zone,HTTPS,none,42159,443,220,3.913,43.0,6483,2,116.875,2,1,0,1,0,0,0.074,20,weekday,normal
traffic_camera,arterial_road,TCP,none,42699,8080,1241,6.238,237.98,363415,4,20.093,0,0,0,1,0,0,0.0,8,weekend,normal
signal_controller,arterial_road,MQTT,subscribe,43610,1883,241,0.687,65.5,1584,1,198.015,0,0,0,0,0,1,0.0,1,weekday,normal
traffic_camera,hospital_zone,TCP,none,15595,8080,80,206.733,2.47,289543,1,0.2797,264,92,0,0,0,0,0.0,10,weekday,ddos
signal_controller,residential,MQTT,subscribe,6864,1883,195,0.947,186.67,5345,2,135.408,0,1,0,0,0,0,0.0,6,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,37279,443,127,3.13,50.61,18307,2,49.201,2,0,0,1,0,0,0.142,23,weekend,normal
signal_controller,hospital_zone,MQTT,subscribe,28311,1883,209,1.643,134.83,6906,2,36.03,2,0,0,0,0,0,0.0,15,weekend,normal
signal_controller,downtown,MQTT,subscribe,59154,1883,119,1.565,192.27,7194,1,142.375,0,0,0,1,0,0,0.0,6,weekday,normal
traffic_camera,residential,TCP,none,29102,8080,1292,554.675,3.85,423975,2,0.2183,524,6,0,0,0,0,0.0,1,weekday,ddos
ambulance_tracker,hospital_zone,HTTPS,none,48438,443,258,0.739,35.88,5716,1,19.999,0,0,0,1,0,0,0.02,9,weekday,normal
traffic_camera,downtown,TCP,none,7950,8080,1132,10.817,250.58,112253,1,265.789,0,0,1,1,0,0,0.0,22,weekend,normal
traffic_camera,arterial_road,TCP,none,14301,8080,828,9.534,194.09,311168,3,163.908,1,1,0,1,0,0,0.0,16,weekend,normal
traffic_camera,arterial_road,TCP,none,57933,8080,1210,15.443,222.44,312644,1,88.208,0,0,0,1,0,0,0.0,15,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,14279,51006,143,9.211,1.92,578,40,0.4734,0,0,0,1,0,0,0.0,11,weekday,port_scan
ambulance_tracker,downtown,HTTPS,none,33666,443,170,2.179,36.44,7360,1,50.87,0,0,0,1,0,1,0.044,12,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,8528,443,201,10.945,171.12,116661,1,4.72,1,0,0,1,0,0,0.0,21,weekday,normal
traffic_camera,arterial_road,TCP,none,28041,8080,953,19.783,88.21,213269,2,242.467,0,0,0,1,0,0,0.0,20,weekday,normal
dispatch_server,downtown,HTTPS,none,22064,443,876,11.971,150.92,6807,1,420.804,0,0,0,1,0,0,0.0,9,weekday,normal
traffic_camera,downtown,TCP,none,36410,8080,1034,12.945,46.92,92602,1,197.493,0,0,0,0,0,0,0.0,7,weekday,normal
traffic_camera,arterial_road,TCP,none,56763,8080,742,23.613,212.17,526285,1,9.082,1,0,0,1,0,0,0.0,13,weekday,normal
traffic_camera,hospital_zone,TCP,none,24669,8080,855,15.863,264.44,595993,2,339.351,0,0,0,1,0,0,0.0,0,weekend,normal
signal_controller,residential,MQTT,subscribe,41359,1883,133,1.302,164.5,14187,1,133.445,0,0,0,1,0,0,0.0,16,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,40678,443,143,3.764,58.46,10561,1,164.336,0,0,0,1,1,0,5.865,6,weekday,spoofing
signal_controller,hospital_zone,MQTT,subscribe,52542,1883,443,4.06,14.97,9009,1,8.206,0,0,5,1,0,1,0.0,1,weekday,command_injection
dispatch_server,hospital_zone,HTTPS,none,23694,443,755,6.043,10.32,45547,1,14.655,0,1,0,1,0,0,0.0,21,weekday,normal
dispatch_server,downtown,HTTPS,none,42820,443,784,4.565,4.45,25897,2,6.686,1,0,2,1,0,1,0.0,22,weekday,command_injection
ambulance_tracker,hospital_zone,HTTPS,none,23515,443,233,1.783,17.76,15668,1,25.989,2,0,0,1,0,0,0.276,17,weekend,normal
signal_controller,downtown,MQTT,subscribe,22162,1883,153,2.658,231.93,1164,1,29.071,0,0,0,1,0,0,0.0,17,weekend,normal
traffic_camera,arterial_road,TCP,none,9127,8080,1068,5.372,138.88,137802,1,62.767,1,0,0,1,0,0,0.0,0,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,57028,22,883,2.742,4.38,5711,1,1.13,2,0,25,1,0,0,0.0,15,weekday,brute_force
ambulance_tracker,hospital_zone,HTTPS,none,17656,443,147,3.46,33.42,12723,3,94.626,0,1,0,0,0,1,0.008,2,weekday,normal
dispatch_server,downtown,HTTPS,none,57291,443,600,7.373,34.4,125573,1,20.594,0,0,0,1,0,0,0.0,4,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,35787,1883,157,3.786,76.46,8428,1,95.122,0,0,0,1,0,0,0.0,17,weekday,normal
dispatch_server,downtown,HTTPS,none,19248,443,557,3.42,134.95,37536,2,250.148,0,0,1,1,0,0,0.0,22,weekday,normal
signal_controller,downtown,MQTT,subscribe,37433,1883,246,3.84,162.0,5864,1,34.288,2,0,0,1,0,0,0.0,19,weekday,normal
traffic_camera,hospital_zone,TCP,none,47812,8080,761,7.505,91.05,133391,2,299.321,0,0,0,0,0,0,0.0,6,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,38743,443,249,2.591,20.17,20487,1,49.766,0,1,0,0,0,0,0.019,18,weekend,normal
signal_controller,residential,MQTT,subscribe,37508,1883,947,1.262,9.77,11408,5,4.855,0,0,4,0,0,1,0.0,22,weekday,command_injection
signal_controller,residential,MQTT,subscribe,28459,1883,120,5.241,282.52,5854,2,25.955,0,0,0,1,0,0,0.0,8,weekday,normal
signal_controller,downtown,MQTT,subscribe,43187,1883,129,1.165,85.77,635,3,353.22,1,0,0,0,0,0,0.0,19,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,63375,443,620,7.243,2.68,3770,1,0.993,0,1,46,1,0,0,0.0,12,weekday,brute_force
traffic_camera,downtown,TCP,none,1339,8080,1431,19.363,182.68,303028,4,5.199,0,0,0,1,0,0,0.0,17,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,23056,1883,107,3.355,187.98,3079,2,34.342,0,0,0,1,0,0,0.0,17,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,35183,443,134,2.849,43.36,24789,2,130.63,0,1,0,1,0,0,0.046,16,weekday,normal
traffic_camera,downtown,TCP,none,54004,8080,920,10.809,255.58,124866,2,27.704,1,0,0,1,0,0,0.0,0,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,53330,3027,135,17.151,0.15,1298,67,0.0839,0,0,0,1,0,0,0.0,9,weekend,port_scan
traffic_camera,hospital_zone,TCP,none,52194,8080,1419,10.87,39.62,470483,2,123.218,1,0,0,1,0,0,0.0,5,weekday,normal
traffic_camera,arterial_road,TCP,none,2954,8080,1250,12.69,210.21,130770,3,87.404,1,0,0,0,0,0,0.0,22,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,39902,443,128,4.817,88.4,46926,2,70.812,0,0,0,0,1,1,13.393,7,weekday,spoofing
signal_controller,arterial_road,MQTT,subscribe,18385,1883,222,3.453,190.12,14748,1,33.138,1,0,0,1,0,0,0.0,8,weekday,normal
traffic_camera,hospital_zone,TCP,none,64599,8080,845,7.547,226.82,484266,2,175.259,0,0,0,0,0,0,0.0,8,weekday,normal
traffic_camera,downtown,TCP,none,29254,8080,1385,19.313,224.96,496277,2,44.967,0,0,0,1,0,0,0.0,5,weekday,normal
traffic_camera,downtown,TCP,none,7268,8080,1312,7.237,201.39,453329,2,144.054,0,1,0,0,0,0,0.0,23,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,5790,443,163,3.423,85.12,48005,1,117.252,1,0,0,0,1,0,9.999,1,weekday,spoofing
signal_controller,arterial_road,MQTT,subscribe,6827,1883,1432,458.861,0.41,14664,2,0.016,599,383,0,0,0,0,0.0,0,weekend,ddos
signal_controller,arterial_road,MQTT,subscribe,18457,1883,239,5.54,209.87,11390,2,46.08,0,0,0,1,0,0,0.0,22,weekday,normal
traffic_camera,residential,TCP,none,27058,8080,1375,24.314,37.33,572895,3,149.029,0,0,0,0,0,0,0.0,21,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,33057,443,209,2.884,19.73,11476,1,78.79,2,1,0,1,0,0,0.117,0,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,64856,443,194,1.273,51.49,1199,2,83.828,1,1,0,1,0,0,0.037,14,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,46549,443,493,19.923,83.65,27671,1,31.67,0,0,0,1,0,0,0.0,19,weekend,normal
signal_controller,hospital_zone,MQTT,subscribe,47234,1883,180,3.576,274.62,3324,2,332.469,0,0,0,1,0,0,0.0,13,weekend,normal
signal_controller,hospital_zone,MQTT,subscribe,52629,1883,159,2.412,245.03,10163,1,113.119,0,0,0,1,0,0,0.0,17,weekend,normal
signal_controller,arterial_road,MQTT,subscribe,50982,1883,180,1.109,79.08,11387,1,431.875,1,0,0,0,0,1,0.0,17,weekday,normal
dispatch_server,downtown,HTTPS,none,36609,443,768,4.882,74.19,111505,1,21.098,0,0,0,1,0,1,0.0,12,weekend,normal
traffic_camera,arterial_road,TCP,none,50315,8080,1499,5.805,84.62,155440,1,380.355,1,0,0,1,0,0,0.0,15,weekend,normal
traffic_camera,residential,TCP,none,37361,8080,1306,435.731,3.94,332391,2,0.3519,712,167,0,0,0,0,0.0,4,weekday,ddos
signal_controller,downtown,MQTT,subscribe,26741,1883,135,3.414,262.75,3950,1,39.655,0,0,0,1,0,0,0.0,22,weekday,normal
traffic_camera,downtown,TCP,none,25052,8080,1018,6.361,107.85,211277,2,127.641,0,0,0,1,0,0,0.0,12,weekday,normal
signal_controller,downtown,MQTT,subscribe,6546,1883,248,5.647,233.48,8253,2,243.91,1,0,0,0,0,0,0.0,16,weekend,normal
dispatch_server,downtown,HTTPS,none,47802,443,697,11.233,9.24,6928,3,0.895,1,0,0,1,0,1,0.0,0,weekend,command_injection
ambulance_tracker,downtown,HTTPS,none,56629,443,138,1.737,29.0,3767,2,28.847,2,0,0,1,0,0,0.076,4,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,7664,443,354,8.38,5.5,11847,5,7.345,0,0,0,1,0,1,0.0,21,weekday,command_injection
dispatch_server,hospital_zone,HTTPS,none,35618,443,663,9.976,173.45,124258,1,85.883,1,0,0,1,0,0,0.0,3,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,35006,443,647,17.479,168.26,44752,1,232.511,0,0,2,1,0,0,0.0,23,weekday,normal
traffic_camera,residential,TCP,none,57397,8080,1020,19.571,100.41,282799,2,14.916,1,0,0,0,0,0,0.0,22,weekday,normal
signal_controller,downtown,MQTT,subscribe,48023,1883,84,4.289,156.1,11956,2,269.02,0,0,0,1,0,0,0.0,18,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,40612,22,226,7.358,2.35,4967,1,0.752,0,0,21,1,0,0,0.0,11,weekday,brute_force
signal_controller,arterial_road,MQTT,subscribe,45448,1883,186,3.124,71.35,4335,1,157.812,0,0,0,1,0,0,0.0,11,weekday,normal
ambulance_tracker,downtown,HTTPS,none,3461,443,302,0.781,78.74,14067,1,36.739,0,0,0,1,0,1,0.174,11,weekday,normal
traffic_camera,hospital_zone,TCP,none,28251,8080,1351,8.316,237.82,106419,1,73.386,0,0,0,1,0,0,0.0,23,weekday,normal
dispatch_server,downtown,HTTPS,none,20467,443,221,9.053,40.03,137606,1,499.539,0,0,0,1,0,0,0.0,23,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,41642,443,119,1.501,45.54,2254,1,7.258,1,0,0,1,0,0,0.008,7,weekday,normal
dispatch_server,downtown,HTTPS,none,63905,443,799,12.841,2.74,20877,3,19.605,1,0,5,0,0,1,0.0,2,weekday,command_injection
traffic_camera,downtown,TCP,none,21904,8080,798,12.139,243.0,396298,3,276.981,1,0,0,1,0,0,0.0,14,weekday,normal
signal_controller,downtown,MQTT,subscribe,17357,1883,85,1.154,280.04,5162,2,54.326,0,0,1,1,0,0,0.0,13,weekday,normal
dispatch_server,downtown,HTTPS,none,24556,443,672,12.719,47.72,13509,2,85.24,0,0,0,1,0,0,0.0,11,weekday,normal
traffic_camera,residential,TCP,none,41409,8080,1019,21.277,220.86,450744,2,166.525,0,1,0,0,0,0,0.0,12,weekend,normal
traffic_camera,arterial_road,TCP,none,12061,8080,1466,16.793,208.89,378313,2,148.355,1,0,0,1,0,0,0.0,23,weekend,normal
ambulance_tracker,downtown,HTTPS,none,12088,443,141,1.983,31.12,15721,1,32.847,1,0,0,1,0,1,0.038,2,weekday,normal
dispatch_server,downtown,HTTPS,none,22952,443,532,16.526,98.05,80303,1,60.929,0,0,0,1,0,0,0.0,3,weekday,normal
ambulance_tracker,downtown,HTTPS,none,5068,443,114,3.644,34.06,15247,1,85.103,0,0,0,1,0,1,0.067,10,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,18324,443,104,1.757,73.54,13622,1,68.545,0,0,0,1,0,0,0.052,2,weekday,normal
dispatch_server,downtown,HTTPS,none,54194,443,322,2.363,39.29,174954,1,14.423,1,0,0,1,0,0,0.0,23,weekend,normal
signal_controller,arterial_road,MQTT,subscribe,5280,1883,940,5.598,1.79,14206,4,0.433,0,0,3,0,0,1,0.0,4,weekend,command_injection
dispatch_server,downtown,HTTPS,none,57533,443,623,11.181,4.75,2732,1,0.664,0,0,58,1,0,0,0.0,15,weekday,brute_force
ambulance_tracker,arterial_road,HTTPS,none,56057,443,222,1.746,57.87,10225,3,186.745,1,1,0,0,0,1,0.018,17,weekday,normal
ambulance_tracker,downtown,HTTPS,none,8279,443,294,1.554,65.71,3651,1,164.523,1,0,0,1,0,0,0.039,23,weekend,normal
dispatch_server,downtown,HTTPS,none,29246,443,657,17.875,119.47,20616,1,69.224,0,1,0,1,0,1,0.0,17,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,42069,1883,157,5.193,246.83,7309,2,161.851,0,0,0,0,0,0,0.0,19,weekday,normal
dispatch_server,downtown,HTTPS,none,8064,22,214,5.595,1.7,1426,1,0.58,0,0,20,1,0,0,0.0,21,weekday,brute_force
dispatch_server,downtown,HTTPS,none,21680,443,585,6.283,145.06,100930,3,11.867,1,0,0,1,0,0,0.0,20,weekday,normal
dispatch_server,downtown,HTTPS,none,64341,443,821,17.414,125.3,83287,1,39.653,0,0,0,1,0,0,0.0,20,weekend,normal
dispatch_server,downtown,HTTPS,none,22390,19212,119,17.941,1.38,1794,107,0.511,1,0,0,1,0,0,0.0,18,weekend,port_scan
ambulance_tracker,downtown,HTTPS,none,46724,443,263,3.554,84.9,5023,4,12.408,1,0,0,1,0,0,0.094,10,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,16759,443,128,1.457,76.61,13206,1,600.671,1,0,0,1,0,0,0.066,0,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,11392,1883,83,5.709,299.99,11552,1,83.46,1,0,0,1,0,1,0.0,6,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,1486,1883,230,4.192,131.6,3706,3,64.541,3,0,0,1,0,0,0.0,1,weekend,normal
traffic_camera,arterial_road,TCP,none,45143,8080,1186,24.441,67.5,378230,1,382.342,1,0,0,1,0,0,0.0,10,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,43412,443,363,15.699,158.14,98329,1,114.272,2,0,0,1,0,0,0.0,22,weekday,normal
dispatch_server,downtown,HTTPS,none,51450,443,473,3.187,143.72,121445,2,105.39,0,0,0,0,0,0,0.0,23,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,32805,1883,216,5.456,64.13,11190,3,32.179,0,1,0,0,0,0,0.0,4,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,30919,443,518,6.516,41.1,53792,1,53.232,0,1,0,1,0,0,0.0,15,weekend,normal
dispatch_server,downtown,HTTPS,none,39312,443,284,17.957,48.86,174156,1,52.718,0,0,0,1,0,0,0.0,8,weekday,normal
traffic_camera,residential,TCP,none,32413,8080,76,169.712,3.38,88258,2,0.2039,691,216,0,0,0,0,0.0,0,weekday,ddos
signal_controller,hospital_zone,MQTT,subscribe,11535,1883,88,3.469,227.64,13961,2,77.005,0,0,0,1,0,0,0.0,19,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,9168,1883,87,5.467,135.64,12624,1,67.754,0,1,0,1,0,1,0.0,13,weekday,normal
ambulance_tracker,downtown,HTTPS,none,4559,443,298,3.741,29.53,3238,2,54.195,0,0,0,1,0,0,0.02,15,weekday,normal
dispatch_server,downtown,HTTPS,none,50296,443,674,4.093,57.83,58041,1,5.057,0,0,0,1,0,1,0.0,1,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,7073,443,246,1.956,21.2,8981,1,45.866,1,0,0,1,0,1,0.052,21,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,24138,1883,144,2.378,241.93,4562,1,171.195,1,0,0,1,0,0,0.0,10,weekend,normal
ambulance_tracker,downtown,HTTPS,none,11883,443,314,2.532,30.93,20290,3,404.72,0,0,0,1,0,0,0.026,22,weekday,normal
traffic_camera,arterial_road,TCP,none,34734,8080,1342,17.162,169.08,550837,3,154.829,1,0,0,1,0,0,0.0,14,weekday,normal
traffic_camera,residential,TCP,none,14188,8080,785,9.027,108.36,515566,1,303.406,1,0,0,1,0,0,0.0,3,weekend,normal
dispatch_server,downtown,HTTPS,none,49690,443,208,7.893,5.23,3059,1,0.539,0,0,13,1,0,0,0.0,3,weekday,brute_force
traffic_camera,hospital_zone,TCP,none,21843,8080,801,17.745,123.81,166072,2,203.561,1,0,0,1,0,0,0.0,17,weekday,normal
traffic_camera,arterial_road,TCP,none,20640,45392,143,12.161,1.19,1278,74,0.3712,0,1,0,1,0,0,0.0,10,weekend,port_scan
dispatch_server,hospital_zone,HTTPS,none,29029,443,208,9.232,87.32,95874,3,90.034,1,1,0,1,0,0,0.0,11,weekday,normal
ambulance_tracker,downtown,HTTPS,none,5746,443,298,3.047,23.76,17802,1,195.131,0,0,0,1,0,0,0.084,20,weekend,normal
signal_controller,arterial_road,MQTT,subscribe,48476,1883,808,2.393,15.8,24254,4,3.455,2,0,4,1,0,1,0.0,1,weekday,command_injection
traffic_camera,residential,TCP,none,34077,8080,1149,8.339,202.36,103057,2,47.735,2,2,0,1,0,0,0.0,12,weekday,normal
traffic_camera,hospital_zone,TCP,none,22768,8080,883,13.68,54.26,506038,1,317.623,1,0,0,1,0,0,0.0,19,weekend,normal
traffic_camera,hospital_zone,TCP,none,42119,8080,860,6.11,102.81,304248,1,77.64,0,0,0,0,0,0,0.0,16,weekend,normal
dispatch_server,downtown,HTTPS,none,8823,43464,182,8.671,1.01,1603,26,0.1906,0,1,0,1,0,0,0.0,2,weekend,port_scan
dispatch_server,downtown,HTTPS,none,46828,443,870,10.06,6.72,122711,1,136.454,0,0,0,1,0,1,0.0,15,weekday,normal
signal_controller,downtown,MQTT,subscribe,47024,1883,231,4.037,118.26,2621,2,6.191,0,0,0,0,0,0,0.0,5,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,10378,443,269,1.132,23.58,20673,2,311.452,1,0,0,1,1,0,2.968,16,weekday,spoofing
dispatch_server,downtown,HTTPS,none,33142,443,273,18.105,123.03,101463,1,235.998,0,1,0,1,0,0,0.0,1,weekday,normal
traffic_camera,hospital_zone,TCP,none,32842,8080,1236,10.838,153.19,304595,1,378.349,2,0,0,0,0,0,0.0,12,weekday,normal
